,Name,License
479,timm_res2net50_48w_2s_imagenet_11,apache-2.0
480,timm_res2net101_26w_4s_imagenet_11,apache-2.0
481,timm_res2next50_imagenet_11,apache-2.0
482,timm_resnest14d_imagenet_11,apache-2.0
483,timm_resnest26d_imagenet_11,apache-2.0
484,timm_resnest50d_imagenet_11,apache-2.0
485,timm_resnest50d_1s4x24d_imagenet_11,apache-2.0
486,timm_resnest50d_4s2x40d_imagenet_11,apache-2.0
487,timm_resnest101e_imagenet_11,apache-2.0
488,timm_resnest200e_imagenet_11,apache-2.0
489,timm_resnest269e_imagenet_11,apache-2.0
490,timm_resnet18d_imagenet_11,apache-2.0
491,timm_resnet26_imagenet_11,apache-2.0
492,timm_resnet26d_imagenet_11,apache-2.0
493,timm_resnet34_imagenet_11,apache-2.0
494,timm_resnet34d_imagenet_11,apache-2.0
495,timm_resnet50_imagenet_11,apache-2.0
496,timm_resnet50d_imagenet_11,apache-2.0
497,timm_resnet51q_imagenet_11,apache-2.0
498,timm_resnet101d_imagenet_11,apache-2.0
499,timm_resnet152d_imagenet_11,apache-2.0
500,timm_resnet200d_imagenet_11,apache-2.0
501,timm_resnetblur50_imagenet_11,apache-2.0
502,timm_resnetrs50_imagenet_11,apache-2.0
503,timm_resnetrs101_imagenet_11,apache-2.0
504,timm_resnetrs152_imagenet_11,apache-2.0
505,timm_resnetrs200_imagenet_11,apache-2.0
506,timm_resnetrs270_imagenet_11,apache-2.0
507,timm_resnetrs350_imagenet_11,apache-2.0
508,timm_resnetrs420_imagenet_11,apache-2.0
509,timm_resnext50_32x4d_imagenet_11,apache-2.0
510,timm_resnext50d_32x4d_imagenet_11,apache-2.0
511,timm_rexnet_100_imagenet_11,apache-2.0
512,timm_rexnet_130_imagenet_11,apache-2.0
513,timm_rexnet_150_imagenet_11,apache-2.0
514,timm_rexnet_200_imagenet_11,apache-2.0
515,timm_selecsls42b_imagenet_11,apache-2.0
516,timm_selecsls60_imagenet_11,apache-2.0
517,timm_selecsls60b_imagenet_11,apache-2.0
518,timm_semnasnet_100_imagenet_11,apache-2.0
519,timm_seresnet50_imagenet_11,apache-2.0
520,timm_seresnet152d_imagenet_11,apache-2.0
521,timm_seresnext26d_32x4d_imagenet_11,apache-2.0
522,timm_seresnext26t_32x4d_imagenet_11,apache-2.0
523,timm_seresnext50_32x4d_imagenet_11,apache-2.0
524,timm_skresnet18_imagenet_11,apache-2.0
525,timm_skresnet34_imagenet_11,apache-2.0
526,timm_skresnext50_32x4d_imagenet_11,apache-2.0
527,timm_spnasnet_100_imagenet_11,apache-2.0
528,timm_ssl_resnet18_imagenet_11,apache-2.0
529,timm_ssl_resnet50_imagenet_11,apache-2.0
530,timm_ssl_resnext50_32x4d_imagenet_11,apache-2.0
531,timm_ssl_resnext101_32x4d_imagenet_11,apache-2.0
532,timm_ssl_resnext101_32x8d_imagenet_11,apache-2.0
533,timm_ssl_resnext101_32x16d_imagenet_11,apache-2.0
534,timm_swsl_resnet18_imagenet_11,apache-2.0
535,timm_swsl_resnet50_imagenet_11,apache-2.0
536,timm_swsl_resnext50_32x4d_imagenet_11,apache-2.0
537,timm_swsl_resnext101_32x4d_imagenet_11,apache-2.0
538,timm_swsl_resnext101_32x8d_imagenet_11,apache-2.0
539,timm_swsl_resnext101_32x16d_imagenet_11,apache-2.0
540,timm_tf_efficientnet_b0_imagenet_11,apache-2.0
541,timm_tf_efficientnet_b0_ap_imagenet_11,apache-2.0
542,timm_tf_efficientnet_b0_ns_imagenet_11,apache-2.0
543,timm_tf_efficientnet_b1_imagenet_11,apache-2.0
544,timm_tf_efficientnet_b1_ap_imagenet_11,apache-2.0
545,timm_tf_efficientnet_b1_ns_imagenet_11,apache-2.0
546,timm_tf_efficientnet_b2_imagenet_11,apache-2.0
547,timm_tf_efficientnet_b2_ap_imagenet_11,apache-2.0
548,timm_tf_efficientnet_b2_ns_imagenet_11,apache-2.0
549,timm_tf_efficientnet_b3_imagenet_11,apache-2.0
550,timm_tf_efficientnet_b3_ap_imagenet_11,apache-2.0
551,timm_tf_efficientnet_b3_ns_imagenet_11,apache-2.0
552,timm_tf_efficientnet_b4_imagenet_11,apache-2.0
553,timm_tf_efficientnet_b4_ap_imagenet_11,apache-2.0
554,timm_tf_efficientnet_b4_ns_imagenet_11,apache-2.0
555,timm_tf_efficientnet_b5_imagenet_11,apache-2.0
556,timm_tf_efficientnet_b5_ap_imagenet_11,apache-2.0
557,timm_tf_efficientnet_b5_ns_imagenet_11,apache-2.0
558,timm_tf_efficientnet_b6_imagenet_11,apache-2.0
559,timm_tf_efficientnet_b6_ap_imagenet_11,apache-2.0
560,timm_tf_efficientnet_b6_ns_imagenet_11,apache-2.0
561,timm_tf_efficientnet_b7_imagenet_11,apache-2.0
562,timm_tf_efficientnet_b7_ap_imagenet_11,apache-2.0
563,timm_tf_efficientnet_b7_ns_imagenet_11,apache-2.0
564,timm_tf_efficientnet_b8_imagenet_11,apache-2.0
565,timm_tf_efficientnet_b8_ap_imagenet_11,apache-2.0
566,timm_tf_efficientnet_el_imagenet_11,apache-2.0
567,timm_tf_efficientnet_em_imagenet_11,apache-2.0
568,timm_tf_efficientnet_es_imagenet_11,apache-2.0
569,timm_tf_efficientnet_l2_ns_imagenet_11,apache-2.0
570,timm_tf_efficientnet_l2_ns_475_imagenet_11,apache-2.0
571,timm_tf_efficientnet_lite0_imagenet_11,apache-2.0
572,timm_tf_efficientnet_lite1_imagenet_11,apache-2.0
573,timm_tf_efficientnet_lite2_imagenet_11,apache-2.0
574,timm_tf_efficientnet_lite3_imagenet_11,apache-2.0
575,timm_tf_efficientnet_lite4_imagenet_11,apache-2.0
576,timm_tf_efficientnetv2_b0_imagenet_11,apache-2.0
577,timm_tf_efficientnetv2_b1_imagenet_11,apache-2.0
578,timm_tf_efficientnetv2_b2_imagenet_11,apache-2.0
579,timm_tf_efficientnetv2_b3_imagenet_11,apache-2.0
580,timm_tf_efficientnetv2_l_imagenet_11,apache-2.0
581,timm_tf_efficientnetv2_l_in21ft1k_imagenet_11,apache-2.0
582,timm_tf_efficientnetv2_l_in21k_imagenet21k_e_11,apache-2.0
583,timm_tf_efficientnetv2_m_imagenet_11,apache-2.0
584,timm_tf_efficientnetv2_m_in21ft1k_imagenet_11,apache-2.0
585,timm_tf_efficientnetv2_m_in21k_imagenet21k_e_11,apache-2.0
586,timm_tf_efficientnetv2_s_imagenet_11,apache-2.0
587,timm_tf_efficientnetv2_s_in21ft1k_imagenet_11,apache-2.0
588,timm_tf_efficientnetv2_s_in21k_imagenet21k_e_11,apache-2.0
589,timm_tf_inception_v3_imagenet_11,apache-2.0
590,timm_tf_mixnet_l_imagenet_11,apache-2.0
591,timm_tf_mixnet_m_imagenet_11,apache-2.0
592,timm_tf_mixnet_s_imagenet_11,apache-2.0
593,timm_tf_mobilenetv3_large_075_imagenet_11,apache-2.0
594,timm_tf_mobilenetv3_large_100_imagenet_11,apache-2.0
595,timm_tf_mobilenetv3_large_minimal_100_imagenet_11,apache-2.0
596,timm_tf_mobilenetv3_small_075_imagenet_11,apache-2.0
597,timm_tf_mobilenetv3_small_100_imagenet_11,apache-2.0
598,timm_tf_mobilenetv3_small_minimal_100_imagenet_11,apache-2.0
599,timm_twins_pcpvt_base_imagenet_11,apache-2.0
600,timm_twins_pcpvt_large_imagenet_11,apache-2.0
601,timm_twins_pcpvt_small_imagenet_11,apache-2.0
602,timm_twins_svt_base_imagenet_11,apache-2.0
603,timm_twins_svt_large_imagenet_11,apache-2.0
604,timm_twins_svt_small_imagenet_11,apache-2.0
605,timm_visformer_small_imagenet_11,apache-2.0
606,timm_wide_resnet50_2_imagenet_11,apache-2.0
607,timm_xception_imagenet_11,apache-2.0
608,timm_xception41_imagenet_11,apache-2.0
609,timm_xception65_imagenet_11,apache-2.0
610,timm_xception71_imagenet_11,apache-2.0
611,robustbench_andriushchenko2020understanding_linf_cifar10_11,custom
612,robustbench_carmon2019unlabeled_linf_cifar10_11,custom
613,robustbench_sehwag2020hydra_linf_cifar10_11,custom
614,robustbench_wang2020improving_linf_cifar10_11,custom
615,robustbench_hendrycks2019using_linf_cifar10_11,custom
616,robustbench_rice2020overfitting_linf_cifar10_11,custom
617,robustbench_zhang2019theoretically_linf_cifar10_11,custom
618,robustbench_engstrom2019robustness_linf_cifar10_11,custom
619,robustbench_chen2020adversarial_linf_cifar10_11,custom
620,robustbench_huang2020self_linf_cifar10_11,custom
621,robustbench_pang2020boosting_linf_cifar10_11,custom
622,robustbench_wong2020fast_linf_cifar10_11,custom
623,robustbench_ding2020mma_linf_cifar10_11,custom
624,robustbench_zhang2019you_linf_cifar10_11,custom
625,robustbench_zhang2020attacks_linf_cifar10_11,custom
626,robustbench_wu2020adversarial_extra_linf_cifar10_11,custom
627,robustbench_wu2020adversarial_linf_cifar10_11,custom
628,robustbench_gowal2020uncovering_70_16_linf_cifar10_11,custom
629,robustbench_gowal2020uncovering_70_16_extra_linf_cifar10_11,custom
630,robustbench_gowal2020uncovering_34_20_linf_cifar10_11,custom
631,robustbench_gowal2020uncovering_28_10_extra_linf_cifar10_11,custom
632,robustbench_sehwag2021proxy_linf_cifar10_11,custom
633,robustbench_sehwag2021proxy_r18_linf_cifar10_11,custom
634,robustbench_sitawarin2020improving_linf_cifar10_11,custom
635,robustbench_chen2020efficient_linf_cifar10_11,custom
636,robustbench_cui2020learnable_34_20_linf_cifar10_11,custom
637,robustbench_cui2020learnable_34_10_linf_cifar10_11,custom
638,robustbench_zhang2020geometry_linf_cifar10_11,custom
639,robustbench_rebuffi2021fixing_28_10_cutmix_ddpm_linf_cifar10_11,custom
640,robustbench_rebuffi2021fixing_106_16_cutmix_ddpm_linf_cifar10_11,custom
641,robustbench_rebuffi2021fixing_70_16_cutmix_ddpm_linf_cifar10_11,custom
642,robustbench_rebuffi2021fixing_70_16_cutmix_extra_linf_cifar10_11,custom
643,robustbench_sridhar2021robust_linf_cifar10_11,custom
644,robustbench_sridhar2021robust_34_15_linf_cifar10_11,custom
645,robustbench_rebuffi2021fixing_r18_ddpm_linf_cifar10_11,custom
646,robustbench_rade2021helper_r18_extra_linf_cifar10_11,custom
647,robustbench_rade2021helper_r18_ddpm_linf_cifar10_11,custom
648,robustbench_rade2021helper_extra_linf_cifar10_11,custom
649,robustbench_rade2021helper_ddpm_linf_cifar10_11,custom
650,robustbench_huang2021exploring_linf_cifar10_11,custom
651,robustbench_huang2021exploring_ema_linf_cifar10_11,custom
652,robustbench_addepalli2021towards_rn18_linf_cifar10_11,custom
653,robustbench_augustin2020adversarial_l2_cifar10_11,custom
654,robustbench_engstrom2019robustness_l2_cifar10_11,custom
655,robustbench_rice2020overfitting_l2_cifar10_11,custom
656,robustbench_rony2019decoupling_l2_cifar10_11,custom
657,robustbench_ding2020mma_l2_cifar10_11,custom
658,robustbench_wu2020adversarial_l2_cifar10_11,custom
659,robustbench_gowal2020uncovering_l2_cifar10_11,custom
660,robustbench_gowal2020uncovering_extra_l2_cifar10_11,custom
661,robustbench_sehwag2021proxy_l2_cifar10_11,custom
662,robustbench_sehwag2021proxy_r18_l2_cifar10_11,custom
663,robustbench_rebuffi2021fixing_70_16_cutmix_ddpm_l2_cifar10_11,custom
664,robustbench_rebuffi2021fixing_28_10_cutmix_ddpm_l2_cifar10_11,custom
665,robustbench_rebuffi2021fixing_70_16_cutmix_extra_l2_cifar10_11,custom
666,robustbench_augustin2020adversarial_34_10_l2_cifar10_11,custom
667,robustbench_augustin2020adversarial_34_10_extra_l2_cifar10_11,custom
668,robustbench_rebuffi2021fixing_r18_cutmix_ddpm_l2_cifar10_11,custom
669,robustbench_hendrycks2020augmix_wrn_corruptions_cifar10_11,custom
670,robustbench_hendrycks2020augmix_resnext_corruptions_cifar10_11,custom
671,robustbench_kireev2021effectiveness_gauss50percent_corruptions_cifar10_11,custom
672,robustbench_kireev2021effectiveness_augmixnojsd_corruptions_cifar10_11,custom
673,robustbench_kireev2021effectiveness_rlat_corruptions_cifar10_11,custom
674,robustbench_kireev2021effectiveness_rlataugmixnojsd_corruptions_cifar10_11,custom
675,robustbench_kireev2021effectiveness_rlataugmix_corruptions_cifar10_11,custom
676,robustbench_gowal2020uncovering_extra_linf_cifar100_11,custom
677,robustbench_cui2020learnable_34_20_lbgat6_linf_cifar100_11,custom
678,robustbench_cui2020learnable_34_10_lbgat6_linf_cifar100_11,custom
679,robustbench_chen2020efficient_linf_cifar100_11,custom
680,robustbench_wu2020adversarial_linf_cifar100_11,custom
681,robustbench_sitawarin2020improving_linf_cifar100_11,custom
682,robustbench_hendrycks2019using_linf_cifar100_11,custom
683,robustbench_rice2020overfitting_linf_cifar100_11,custom
684,robustbench_rebuffi2021fixing_70_16_cutmix_ddpm_linf_cifar100_11,custom
685,robustbench_rebuffi2021fixing_28_10_cutmix_ddpm_linf_cifar100_11,custom
686,robustbench_rebuffi2021fixing_r18_ddpm_linf_cifar100_11,custom
687,robustbench_rade2021helper_r18_ddpm_linf_cifar100_11,custom
688,robustbench_addepalli2021towards_parn18_linf_cifar100_11,custom
689,robustbench_addepalli2021towards_wrn34_linf_cifar100_11,custom
690,robustbench_diffenderfer2021winning_lrr_corruptions_cifar100_11,custom
691,robustbench_diffenderfer2021winning_binary_corruptions_cifar100_11,custom
692,robustbench_gowal2020uncovering_linf_corruptions_cifar100_11,custom
693,robustbench_gowal2020uncovering_extra_linf_corruptions_cifar100_11,custom
694,robustbench_hendrycks2020augmix_wrn_corruptions_cifar100_11,custom
695,robustbench_hendrycks2020augmix_resnext_corruptions_cifar100_11,custom
696,robustbench_addepalli2021towards_parn18_corruptions_cifar100_11,custom
697,robustbench_addepalli2021towards_wrn34_corruptions_cifar100_11,custom
698,robustbench_wong2020fast_linf_imagenet_11,custom
699,robustbench_engstrom2019robustness_linf_imagenet_11,custom
700,robustbench_salman2020do_r50_linf_imagenet_11,custom
701,robustbench_salman2020do_r18_linf_imagenet_11,custom
702,robustbench_salman2020do_50_2_linf_imagenet_11,custom
703,robustbench_geirhos2018_sin_corruptions_imagenet_11,custom
704,robustbench_geirhos2018_sin_in_corruptions_imagenet_11,custom
705,robustbench_hendrycks2020many_corruptions_imagenet_11,custom
706,robustbench_hendrycks2020augmix_corruptions_imagenet_11,custom
707,robustbench_salman2020do_50_2_linf_corruptions_imagenet_11,custom
708,semcolour_semcolourful_11,mit
709,midas_redweb_diml_movies_megadepth_wsvd_tartanair_hrwsi_apolloscape_blendedmvs_irs_11,mit
710,midas_small_redweb_diml_movies_megadepth_wsvd_tartanair_hrwsi_apolloscape_blendedmvs_irs_11,mit
711,version-RFB-320,mit
712,,mit
713,,mit
714,,mit
715,,mit
716,,mit
717,gender_googlenet,apache-2.0
718,vgg_ilsvrc_16_age_chalearn_iccv2015,apache-2.0
719,vgg_ilsvrc_16_age_imdb_wiki,apache-2.0
720,arcfaceresnet100-8,apache-2.0
721,,mit
722,,custom
723,,
724,,custom
725,,apache-2.0
726,,apache-2.0
727,,apache-2.0
728,,apache-2.0
729,,apache-2.0
730,,mit
731,,mit
732,,mit
733,,mit
734,,mit
735,,mit
736,,custom
737,,custom
738,,custom
739,,custom
740,,custom
741,,custom
742,,custom
743,,custom
744,,custom
745,,custom
746,,custom
747,,custom
748,,custom
749,,custom
750,,custom
751,,custom
752,,custom
753,,custom
754,,custom
755,,custom
756,,custom
757,,custom
758,,custom
759,,custom
760,,custom
761,,custom
762,,custom
763,,custom
764,,custom
765,,custom
766,,custom
767,,custom
768,,custom
769,,custom
770,,custom
771,,custom
772,starnet_RGB_gan_d_prop_9,custom
773,starnet_Greyscale_gan_d_prop_9,custom
774,pgan_celebahq_256_disc_11,bsd-3-clause
775,pgan_celebahq_512_disc_11,bsd-3-clause
776,pgan_celeba_cropped_disc_11,bsd-3-clause
777,pgan_dtd_disc_11,bsd-3-clause
778,dcgan_fashiongencloth_disc_11,bsd-3-clause
779,stylegan_flickerhq_1024_disc_11,bsd-3-clause
780,pix2pix_edges2shoes_g_11,custom
781,cyclegan_monet2photo_g_11,custom
782,stackganv2_imagenet_11,mit
783,starnet_RGB_gan_g_prop_9,custom
784,starnet_Greyscale_gan_g_prop_9,custom
785,pix2pix_sat2map_g_11,custom
786,pix2pix_map2sat_g_11,custom
787,pix2pix_day2night_g_11,custom
788,pix2pix_edges2handbags_g_11,custom
789,pix2pix_facades_label2photo_g_11,custom
790,cyclegan_orange2apple_g_11,custom
791,cyclegan_apple2orange_g_11,custom
792,cyclegan_horse2zebra_g_11,custom
793,cyclegan_zebra2horse_g_11,custom
794,cyclegan_style_monet_g_11,custom
795,cyclegan_style_vangogh_g_11,custom
796,cyclegan_style_cezanne_g_11,custom
797,cyclegan_style_ukiyoe_g_11,custom
798,cyclegan_cityscapes_photo2label_g_11,custom
799,cyclegan_cityscapes_label2photo_g_11,custom
800,cyclegan_map2sat_g_11,custom
801,cyclegan_sat2map_g_11,custom
802,cyclegan_iphone2dslr_flower_g_11,custom
803,cyclegan_winter2summer_yosemite_g_11,custom
804,cyclegan_summer2winter_yosemite_g_11,custom
805,cyclegan_facades_photo2label_g_11,custom
806,cyclegan_facades_label2photo_g_11,custom
807,pgan_celebahq_256_gen_11,bsd-3-clause
808,pgan_celebahq_512_gen_11,bsd-3-clause
809,pgan_celeba_cropped_gen_11,bsd-3-clause
810,pgan_dtd_gen_11,bsd-3-clause
811,dcgan_fashiongencloth_gen_11,bsd-3-clause
812,stylegan_flickerhq_1024_gen_11,bsd-3-clause
813,,apache-2.0
814,,apache-2.0
815,,apache-2.0
816,,apache-2.0
817,,apache-2.0
818,,mit
819,,apache-2.0
820,,apache-2.0
821,,
822,ssd_mobilenet_v1_10,apache-2.0
823,version-RFB-640,apache-2.0
824,mediapipe_face_detection_front_proprietary_11,apache-2.0
825,yolov5m_v40_coco2017_12,gpl-3.0
826,,mit
827,,
828,taskconditioned_kaist_11,mit
829,,custom
830,,custom
831,,custom
832,,custom
833,,apache-2.0
834,,apache-2.0
835,,apache-2.0
836,,apache-2.0
837,tinyyolov2-8,apache-2.0
838,ssd-10,apache-2.0
839,FasterRCNN-10,apache-2.0
840,retinanet-9,apache-2.0
841,yolov2-coco-9,apache-2.0
842,yolov3-10,apache-2.0
843,tiny-yolov3-11,apache-2.0
844,yolov4,apache-2.0
845,,apache-2.0
846,,apache-2.0
847,,apache-2.0
848,,apache-2.0
849,,
850,,custom
851,yolov5s_v40_coco2017_12,gpl-3.0
852,yolov5l_v40_coco2017_12,gpl-3.0
853,yolov5x_v40_coco2017_12,gpl-3.0
854,facebook_detr_resnet_50_coco2017_12,apache-2.0
855,facebook_detr_resnet_50_dc5_coco2017_12,apache-2.0
856,MaskRCNN-10,apache-2.0
857,,apache-2.0
858,,apache-2.0
859,facebook_detr_resnet_50_panoptic_coco2017_12,apache-2.0
860,facebook_detr_resnet_50_dc5_panoptic_coco2017_12,apache-2.0
861,seismicdeeplearning_dutchf3_seresnetunet_patch_section_depth_11,mit
862,compnet_weights_sagittal_improvement_09_NITRC_IITmean_b0_256_12,custom
863,,
864,,mit
865,,mit
866,,mit
867,,mit
868,,
869,seismicdeeplearning_penobscot_hrnet_patch_section_depth_11,mit
870,seismicdeeplearning_dutchf3_hrnet_patch_section_depth_11,mit
871,seismicdeeplearning_dutchf3_hrnet_patch_patch_depth_11,mit
872,,mit
873,,mit
874,compnet_weights_coronal_improvement_08_NITRC_IITmean_b0_256_12,custom
875,compnet_weights_axial_improvement_08_NITRC_IITmean_b0_256_12,custom
876,unet_lgg_mri_segmentation_11,mit
877,lungmask_unet_LTRCLobes_11,apache-2.0
878,lungmask_unet_R231_11,apache-2.0
879,lungmask_unet_R231CovidWeb_11,apache-2.0
880,,apache-2.0
881,,bsd-3-clause
882,pytorchencoding_deeplab_resnest50_pcontext_11,mit
883,pytorchencoding_fcn_resnest50_ade_11,mit
884,unet_carvana_carvana_11,gpl-3.0
885,torchseg_pspnet_R101_v1c_ade_11,mit
886,torchseg_dfn_R101_v1c_voc_11,mit
887,,bsd-3-clause
888,,bsd-3-clause
889,,bsd-3-clause
890,,bsd-3-clause
891,,bsd-3-clause
892,,mit
893,,mit
894,,mit
895,,mit
896,,mit
897,,mit
898,,mit
899,,mit
900,,mit
901,,mit
902,,mit
903,,mit
904,,mit
905,,mit
906,,mit
907,,mit
908,,mit
909,,mit
910,,mit
911,,mit
912,,apache-2.0
913,,apache-2.0
914,ResNet101-DUC-7,apache-2.0
915,pytorchencoding_fcn_resnet50s_ade_11,mit
916,pytorchencoding_deeplab_resnest50_ade_11,mit
917,pytorchencoding_deeplab_resnest101_ade_11,mit
918,pytorchencoding_deeplab_resnest200_ade_11,mit
919,pytorchencoding_deeplab_resnest269_ade_11,mit
920,pytorchencoding_fcn_resnest50_pcontext_11,mit
921,pytorchencoding_deeplab_resnest101_pcontext_11,mit
922,pytorchencoding_deeplab_resnest200_pcontext_11,mit
923,pytorchencoding_deeplab_resnest269_pcontext_11,mit
924,candy-9,apache-2.0
925,mosaic-9,apache-2.0
926,rain-princess-9,apache-2.0
927,udnie-9,apache-2.0
928,pointilism-9,apache-2.0
929,super-resolution-10,apache-2.0
930,realesrganx2_custom_11,
931,realesrganx4_custom_11,
932,realesrganx8_custom_11,
933,,
934,,apache-2.0
935,,custom
936,,custom
937,,custom
